Reference,Title,Country
SG101700,TOPSIDE ACTIVE OPTICAL DEVICE APPARATUS AND METHOD,SG
SG106579,PULSED SINGLE CONTACT OPTICAL BEAM INDUCED CURRENT ANALYSIS OF INTEGRATED CIRCUITS,SG
SG125425,ELECTRIC DEVICE COMPRISING PHASE CHANGE MATERIAL,SG
SG147976,Information backup system for handheld devices,SG
SG148921,Fabrication of self-aligned via holes in polymer thin films ,SG
SG158084,Matching Queries In A Network,SG
SG17/2005,CLIP-ON IMAGING DEVICE,SG
SG78503,Digital watermarks and methods for security documents,SG
TR1998/01986,LOCATION METHOD AND SYSTEM,TR
TW105496,RENDERING PERSPECTIVE VIEWS OF A SCENE USING A SCANLINE-COHERENT LOOK-UP TABLE,TW
TW174393,DOCKING ADAPTER FOR MEMORY STORAGE DEVICES,TW
TW200302010,TRANSMIT FREQUENCY DOMAIN EQUIALIZER AND METHOD THEREOF,TW
TW200302567,Image Sensor And Method For Fabricating The Same,TW
TW200303024,"OSCILLATING CIRCUIT, BOOSTER CIRCUIT, INVOLATILE MEMORY DEVICE, AND SEMICONDUCTOR DEVICE",TW
TW200303054,"Method for fabricating variable resistance device, method for fabricating non-volatile variable resistance memory device, and non-volatile variable resistance memory device",TW
TW200303160,Improved method to embed thick film components,TW
TW200303551,SEMICONDUCTOR MEMORY DEVICE AND ELECTRONIC INFORMATION DEVICE USING THE SAME,TW
TW200304023,Optical unit and LCD device using the optical unit ,TW
TW200304214,Thin film semiconductor device and method for manufacturing same,TW
TW200304251,"Device for forming connection elements, arrangement for receiving a printed circuit board and method of manufacturing connection elements",TW
TW200304654,CIRCUIT AND METHOD FOR REDUCING POWER USAGE IN A CONTENT ADDRESSABLE MEMORY,TW
TW200305762,In-plane switching mode liquid crystal display device,TW
TW200306669,Thin-film transistor and method for manufacturing same ,TW
TW200307220,Integrated circuit apparatus and neuro element,TW
TW200307387,Voltage converter for and method of converting an input voltage to an output voltage and driving circuit comprising a voltage converter,TW
TW200307421,OPTIMIZED DIGITAL MEDIA DELIVERY ENGINE,TW
TW200402231,Method and system for enhancing portrait images,TW
TW200402735,SEMICONDUCTOR MEMORY DEVICE,TW
TW200403564,HYBRID STREAMING PLATFORM,TW
TW200403595,Method of rendering graphics and 3D graphics hardware accelerator,TW
TW200405100,Liquid crystal display device,TW
TW200405104,Substrate for liquid-crystal display device and fabrication method thereof,TW
TW200405431,Method for manufacturing thin film transistor,TW
TW200406118,Sub-Sampling Apparatus And Method And Image Sensor Employing The Same,TW
TW200407457,Preparation of LCPMO thin films which have reversible resistance change properties,TW
TW200408186,CIRCUITRY TO PROVIDE A LOW POWER INPUT BUFFER,TW
TW200408334,Method and apparatus for configuring an aperture edge,TW
TW200409307,Multi-chip module semiconductor devices,TW
TW200409540,Display processor integrated circuit with on-chip programmable logic for implementing custom enhancement functions,TW
TW200410556,METHOD FOR DISPLAYING LOCATION OF CELLULAR PHONE CALLER,TW
TW200411177,CHECKING ZONE COLOR-REACTION JUDGMENT METHOD OF TEST PIECE,TW
TW200411291,Fixing apparatus for light source conductive wire of backlight module,TW
TW200411898,ESD Protection Circuit With Self-Triggered Technique,TW
TW200411914,Method For Fabricating Image Sensor Including Isolation Layer Having Trench Structure,TW
TW200411916,Method For Isolating Hybrid Device In Image Sensor,TW
TW200412040,BLUETOOTH DONGLE AND METHOD FOR TRANSMITTING VOICE THROUGH BLUETOOTH DONGLE,TW
TW200412785,"Pixel Array, Image Sensor Having The Pixel Array And Method For Removing Flicker Noise Of The Image Sensor",TW
TW200413972,Hyperlink stationed search method,TW
TW200414257,Discharge electrode structure of plasma display panel,TW
TW200414431,Interconnections inclduing multi-layer metal film stack for improving corrosion and heat resistances,TW
TW200414436,Method of fabricating self-aligned cross-point memory array,TW
TW200414468,Flip-Chip Package Structure,TW
TW200415419,LCD device and method for manufacturing the same,TW
TW200415713,LATERALLY DIFFUSED MOS TRANSISTOR (LDMOS) AND METHOD OF MAKING SAME,TW
TW200418034,Semiconductor memory device and method for programming and erasing a memory cell,TW
TW200419430,Bootstrap Hotkey Construction Method And Input System Providing The Method,TW
TW200419818,Method For Fabricating Complementary Metal Oxide Semiconductor Image Sensor,TW
TW200419945,Single oscillator DSSS and OFDM radio receiver,TW
TW200421568,Image sensor device,TW
TW200421819,Mobile phone architecture for acquiring or viewing image and simultaneously functioning for calling services and design method thereof,TW
TW200423392,CMOS Image Sensor Having Double Gate Insulator Therein And Method For Manufacturing The Same,TW
TW200424689,Backlight unit in a liquid crystal display device,TW
TW200425149,Semiconductor memory device and data write method,TW
TW200425161,Temperature compensated RRAM circuit,TW
TW200425415,Low temperature processing of PCMO thin film on Ir substrate for RRAM application,TW
TW200426475,Liquid crystal display device,TW
TW200426627,Information retrieval and text mining using distributed latent semantic indexing,TW
TW200426979,Dual-trench isolated crosspoint memory array and method for fabricating same,TW
TW200427000,1R1D R-RAM array with floating p-well,TW
TW200427078,Pixel sensor circuit device and method thereof,TW
TW200428114,Liquid crystal display and the manufacturing method thereof,TW
TW200428476,Method For Fabricating Complementary Metal Oxide Semiconductor Image Sensor,TW
TW200502769,Data processing circuit with multiplexed memory,TW
TW200502972,Non-volatile semiconductor memory device,TW
TW200503275,Thin film transistor and fabricating method thereof,TW
TW200504565,Identifier construction method used in wireless human interface device and wireless human interface input system,TW
TW200506094,Method for obtaining reversible resistance switches on a PCMO thin film when integrated with a highly crystallized seed layer,TW
TW200506484,CAMERA AUXULIARY DEVICE,TW
TW200506950,"Nonvolatile semiconductor memory device, and programming method and erasing method thereof",TW
TW200506951,Nonvolatile memory device,TW
TW200507179,Method of fabricating nano-scale resistance cross-point memory array,TW
TW200510112,Orientation film rubbing apparatus and method,TW
TW200511367,Oxygen content system and method for controlling memory resistance properties,TW
TW200511908,Thin film dielectrics for capacitors and methods of making thereof,TW
TW200513089,Door lock apparatus with security authentication by wireless communication device and method for the same,TW
TW200513171,Heat Dissipation Mechanism For Electronic Device,TW
TW200515008,ALIGNMENT OF LENS ARRAY IMAGES USING AUTOCORRELATION,TW
TW200515607,Method For Fabricating CMOS Image Sensor Protecting Low Temperature Oxide Delamination,TW
TW200516879,ANTENNA SWITCH WITH ADAPTIVE FILTER,TW
TW200517956,Memory organization allowing single cycle pointer addressing where the address of the pointer is also contained in one of the memory locations,TW
TW200518942,"Correction Device, Correction Method And Inkjet Printer With Correction Device",TW
TW200520213,Method For Fabricating Image Sensor With Inorganic Microlens,TW
TW200521818,Track Ball Structure,TW
TW200522342,Image Sensor Applied With Device Isolation Technique For Reducing Dark Signals And Fabrication Method Thereof,TW
TW200522628,Method Of Contention Control For Quality Of Service (QoS) In WLAN,TW
TW200522652,Method And System For Handling Mobile Phone Database Overflow,TW
TW200522706,Positioning Structure Of Plane Image Input Apparatus,TW
TW200523820,Method And Apparatus For MPEG Artifacts Reduction,TW
TW200524402,Optical Device,TW
TW200525737,High temperature annealing of spin coated Pr1-xCaxMnO3 thim film for RRAM application,TW
TW200526009,Image Inputting Device With Electrostatic Generating Device,TW
TW200527073,Backlight unit and double-sided display device,TW
TW200527090,Liquid crystal display device and method of manufacturing the same,TW
TW200527327,Motion Detection In Video Signals,TW
TW200527434,Semiconductor memory device,TW
TW200527661,Image Sensor And Method Of Manufacturing The Same,TW
TW200527926,Apparatus for deinterlacing of video information,TW
TW200529303,RRAM memory cell electrodes,TW
TW200529451,Liquid crystal display unit,TW
TW200532306,A liquid crystal display with electro-static discharge protection,TW
TW200532779,Method of manufacturing a semiconductor on a silicon on insulator (SOI) substrate using solid epitaxial regrowth (SPER) and semiconductor device made thereby,TW
TW200532929,Method of packaging an optical sensor,TW
TW200533939,Apparatus and method for compensating clock period elongation during scan testing in an integrated circuit,TW
TW200534433,Asymmetric-area memory cell,TW
TW200534612,"System, method and device for transmitting speech over a communication channel",TW
TW200534613,Programmable radio transceiver,TW
TW200534716,Temporal Motion Vector Filtering,TW
TW200535724,Robust Camera Pan Vector Estimation Using Iterative Center Of Mass,TW
TW200535729,"A Method For Organizing Regions Identified In Image Data, And An Apparatus For Processing Regions Of Image Data",TW
TW200535736,A partially matched filter for spread spectrum communicationMethod for printing halftone image with quality enhancement,TW
TW200536105,Nonvolatile semiconductor memory device,TW
TW200537859,WIRELESS MULTI-HOP SYSTEM WITH MACROSCOPIC MULTIPLEXING,TW
TW200539050,Systems And Methods For Adjusting Image Data To Form Highly Compressible Image Planes,TW
TW200539426,3D RRAM,TW
TW200539469,Image Sensor And Method For Fabricating The Same,TW
TW200540715,Electrical touch sensor and human interface device using the same,TW
TW200540728,"Text Region Recognition Method, Storage Medium And System",TW
TW200601232,"Liquid crystal display device, and light source driving circuit and method to be used in same",TW
TW200602205,Multi-Functional Peripheral Combination Apparatus And Control Method Thereof,TW
TW200603041,Pixel Overdrive For An LCD Panel With A Very Slow Response (Sticky) Pixel,TW
TW200603394,Image Sensor And Digital Gain Compensation Method Thereof,TW
TW200603607,IMAGE SCANNER,TW
TW200604540,SYSTEM AND METHOD FOR MEASURING NEGATIVE BIAS THERMAL INSTABILITY,TW
TW200605090,Semiconductor memory device,TW
TW200605610,Mobile Communication Device With Galvanic Function,TW
TW200605632,Document Fixing Apparatus,TW
TW200606807,Method for processing image data,TW
TW200607310,Mobile phone system with a media processor,TW
TW200608406,Methods And Systems For High Write Performance In Multi-Bit Flash Memory Devices,TW
TW200608696,STEPPER MOTOR ACCELERATION SYSTEM AND METHOD,TW
TW200610105,CMOS Image Sensor For High Speed Signal Processing,TW
TW200610142,Image Sensor With Improved Charge Transfer Efficiency And Method For Fabricating The Same,TW
TW200610377,MULTIPLE RESOLUTION IMAGE SENSOR AND CONTROL METHOD THEREOF,TW
TW200611002,Liquid crystal display panel and manufacturing method thereof,TW
TW200611023,Backlight module and feedback circuit structure thereof,TW
TW200611531,Data Encryption System And Method,TW
TW200614669,Repeater circuit with high performance repeater mode and normal repeater mode,TW
TW200616332,"REPEATER CIRCUIT HAVING DIFFERENT OPERATING AND RESET VOLTAGE RANGES, AND METHODS THEREOF",TW
TW200616333,"REPEATER CIRCUIT WITH HIGH PERFORMANCE REPEATER MODE AND NORMAL REPEATER MODE, WHEREIN HIGH PERFORMANCE REPEATER MODE HAS FAST RESET CAPABILITY",TW
TW200616334,Circuits and methods for detecting and assisting wire transitions,TW
TW200616448,Flat tuner module with a standard connector,TW
TW200616472,MULTI-FUNCTION PORTABLE COMMUNICATION DEVICE,TW
TW200617435,Displacement-designed color filter structure and method of forming the same,TW
TW200617863,Driving Device And Method Of Solving Color Dispersion For Display Equipment,TW
TW200618270,Image Sensor With Enlarged Outward Appearance Of Microlens And Method For Fabricating The Same,TW
TW200618433,Method For Protecting An Electronic Device Driven By DC Motor And A Testing Circuit Of The Positioning Signals Thereof,TW
TW200620276,Nonvolatile semiconductor memory device and read method,TW
TW200620298,Method And Device Of Improving Erase Voltage Distribution For A Flash Memory Array Having Dummy Wordlines,TW
TW200620307,Semiconductor memory device,TW
TW200620640,Image Sensor With Improved Charge Transfer Efficiency And Method For Fabricating The Same,TW
TW200620641,Image Sensor And Method For Fabricating The Same,TW
TW200620984,ELECTRONIC DEVICE WITH A HANGING MECHANISM,TW
TW200621013,CMOS Image Sensor,TW
TW200621133,Device for decreasing the temperature from address IC of plasma display panel and the method thereof,TW
TW200622269,SYSTEM AND METHOD FOR MEASURING TIME DEPENDENT DIELECTRIC BREAKDOWN,TW
TW200623121,"Novel combination nonvolatile integrated memory system using a universal technology most suitable for high-density, high-flexibility and high-security sim-card, smart-card and e-passport applications",TW
TW200623330,Systems and methods for voltage distribution via multiple epitaxial layers,TW
TW200623848,"Customizable ASIC and method, with substantially non-customizable portion that supplies pixel data to a mask-programmable portion in multiple color space formats",TW
TW200623852,Image Sensor For Removing Horizontal Noise,TW
TW200623853,ASIC having dense mask-programmable portion and related system development method,TW
TW200624843,Automatic Fault-Testing Of Logic Blocks Using Internal At-Speed Logic-BIST,TW
TW200625304,Semiconductor memory device,TW
TW200625639,Systems and methods for voltage distribution via epitaxial layers,TW
TW200625927,Read-Out Circuit Of Image Sensor,TW
TW200625939,Shutter Module For Use In Image Sensor Employing Line Scan And Method For Controlling The Same,TW
TW200626057,Display device and detachable radiating structure,TW
TW200627029,Copper alloys and liquid-crystal display device,TW
TW200627971,Adaptive Contrast Enhancement,TW
TW200628024,"Capacitive/resistive devices and printed wiring boards incorporating such devices, and methods of making thereof ",TW
TW200628025,"Capacitive/resistive devices, high dielectric constant organic dielectric laminates and printed wiring boards incorporating such devices, and methods of making thereof",TW
TW200628027,Power core devices and methods of making thereof   ,TW
TW200629063,"A Novel Combo Memory Design And Technology For Multiple-Function Java Card, SIM-Card, Bio-Passport And Bio-ID Card Applications",TW
TW200630670,Liquid crystal display device and inspection method thereof,TW
TW200630828,Method and apparatus for responding to end-user request for information,TW
TW200631163,Structure and manufacturing method of semiconductor memory device,TW
TW200631192,Complementary Metal-Oxide-Semiconductor Image Sensor And Method For Fabricating The Same,TW
TW200631363,Method and apparatus to balance maximum information rate with quality of service in a MIMO system,TW
TW200631404,Sub-Carrier Detection (SCD) For Motion Threshold Logic,TW
TW200632341,SYSTEM AND METHOD FOR CONTROLLING TEMPERATURE DURING BURN-IN,TW
TW200632342,System and method for reducing temperature variation during burn in,TW
TW200632343,SYSTEM AND METHOD PERTAINING TO BURN-IN TESTING,TW
TW200632515,Projection Device And Discharge Lamp Thereof,TW
TW200632727,Optical sensing device,TW
TW200632776,Virtual Extended Display Information Data (EDID In A Flat Panel Controller,TW
TW200633029,Laser irradiation method and apparatus for forming a polycrystalline silicon film,TW
TW200633235,A Unified Non-Volatle Memory Device And Method For Integrating Nor And NAND-Type Flash Memory And EEPROM Device On A Single Substrate,TW
TW200633494,Scanning Apparatus For Transparent Documents,TW
TW200633495,Scanning Apparatus For Transparent Documents,TW
TW200633861,Thermal Transfer Printing With Confidential Printing And The Method Thereof,TW
TW200634412,Liquid crystal display panel and method for fabricating the same,TW
TW200634685,Light unit display ,TW
TW200635454,"Capacitive/resistive devices, organic dielectric laminates and printed wiring boards incorporating such devices, and methods of making thereof ",TW
TW200635470,Power core devices and methods of making thereof ,TW
TW200636445,Method and system for validating a computer system,TW
TW200636515,System and method for providing a secure boot architecture,TW
TW200636600,Combined barcode scanner and radio frequency identification reader with field interpretation array,TW
