patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US20150106958	Methods, Systems, and Devices for Monitoring Privacy Beacons Related to Entities Depicted in Images	Elwha LLC	2013-12-31	2015-04-16	
US20150109148	Pedestrian Warning System	Elwha LLC	2013-10-18	2015-04-23	
US20150109178	Antenna System Having at Least Two Apertures Facilitating Reduction of Interfering Signals	Elwha LLC	2013-10-21	2015-04-23	
US20150109181	Antenna System Facilitating Reduction of Interfering Signals	Elwha LLC	2013-10-21	2015-04-23	
US20150109845	Signal timing alignment based on a common data strobe in memory devices configured for stacked arrangements	III Holdings 2 LLC	2014-10-06	2015-04-23	
US20150112727	Managing a Risk of a Liability that is Incurred if an Insurer Denies Coverage for Treating an Insured for a Condition	Elwha LLC	2013-10-17	2015-04-23	
US20150112728	Managing a Risk of a Liability that is Incurred if one or more Insurers Denies Coverage for Treating One or More Insured for One or More Conditions	Elwha LLC	2013-10-17	2015-04-23	
US20150114407	Usage Control of Electronic Cigarette	Elwha LLC	2013-10-25	2015-04-30	
US20150116126	Remote Monitoring of Telemedicine Device	Elwha LLC	2014-01-02	2015-04-30	
US20150116503	IMAGING DEVICE FOR CAPTURING SELF-PORTRAIT IMAGES	Intellectual Ventures Fund 83 LLC	2014-12-29	2015-04-30	
US20150116520	Mobile Device for Requesting the Capture of an Image	Elwha LLC	2013-10-25	2015-04-30	
US20150117864	Systems and Methods for Transmitting Routable Optical Energy Packets	Elwha LLC	2013-10-31	2015-04-30	
US20150118106	Non-Thermal Electromagnetic Sterilization	Elwha LLC	2013-10-28	2015-04-30	
US20150118369	Non-Thermal Electromagnetic Sterilization	Elwha LLC	2013-10-28	2015-04-30	
US20150119652	Telemedicine Visual Monitoring Device with Structured Illumination	Elwha LLC	2013-10-31	2015-04-30	
US20150120312	Telemedicine Device with Usage Monitoring	Elwha LLC	2013-11-25	2015-04-30	
US20150120340	Dynamic Seat Reservations
	Elwha LLC	2013-10-25	2015-04-30	
US20150120440	Guaranty Provisioning Via Internetworking	Elwha LLC	2013-12-05	2015-04-30	
US20150120473	Vendor-Facilitated Guaranty Provisioning	Elwha LLC	2013-11-07	2015-04-30	
US20150120500	Facilitating Guaranty Provisioning for an Exchange	Elwha LLC	2013-10-29	2015-04-30	
US20150120501	Financier-Facilitated Guaranty Provisioning	Elwha LLC	2014-01-29	2015-04-30	
US20150120502	Supporting Guaranty Provisioning Via User Attribute Proffering	Elwha LLC	2014-03-17	2015-04-30	
US20150120530	Guaranty Provisioning Via Social Networking	Elwha LLC	2013-12-03	2015-04-30	
US20150120532	Pre-Positioned Guaranty Provisioning	Elwha LLC	2014-06-17	2015-04-30	
US20150120533	Real-World Profile Data for Making Virtual World Contacts	Searete LLC	2014-10-07	2015-04-30	
US20150120550	Guaranty Provisioning via Wireless Service Purveyance	Elwha LLC	2013-12-31	2015-04-30	
US20150120551	Mobile Device-Facilitated Guaranty Provisioning	Elwha LLC	2014-01-14	2015-04-30	
US20150120555	Exchange Authorization Analysis Infused with Network-Acquired Data Stream Information	Elwha LLC	2014-08-14	2015-04-30	
US20150122364	Systems and Methods for Pipeline Device Propulsion	Elwha LLC	2014-11-05	2015-05-07	
US20150123643	Bandgap circuit with temperature correction	Dolpan Audio LLC	2015-01-12	2015-05-07	
US20150123756	Electrical Device With Emergency Cooling System	Elwha LLC	2015-01-05	2015-05-07	
US20150124122	METHOD FOR DELETING DATA FILES IN AN ELECTRONIC DEVICE	Intellectual Ventures Fund 83 LLC	2015-01-08	2015-05-07	
US20150124408	Management of Exterior Temperatures Encountered By User of a Portable Electronic Device in Response to an Inferred User Contact with the Portable Electronic Device	Elwha LLC	2015-01-07	2015-05-07	
US20150127449	Systems and Methods For Optimizing Marketing Decisions Based On Visitor Profitability	III Holdings 1 LLC	2015-01-14	2015-05-07	
US20150127545	Wireless Transaction Medium Having Combined Magnetic Stripe and Radio Frequency Communications	III Holdings 1 LLC	2015-01-05	2015-05-07	
US20150127688	Facilitating Discovery and Re-Use of Information Constructs	III Holdings 1 LLC	2015-01-05	2015-05-07	
US20150128262	Taint Vector Locations and Granularity	Elwha LLC	2011-10-28	2015-05-07	
US20150129998	Methods for Manufacturing Carbon Ribbons for Magnetic Devices	III Holdings 1 LLC	2014-11-11	2015-05-14	
US20150130919	Systems and Methods for Registering Advertisement Viewing	Elwha LLC	2015-01-21	2015-05-14	
US20150131680	System and method for dynamically power and performance optimized server interconnects	III Holdings 2 LLC	2015-01-14	2015-05-14	
US20150131864	Wheel Slip or Spin Notification	Elwha LLC	2013-11-13	2015-05-14	
US20150134107	Devices, Systems, and Methods for Automated Medical Product or Service Delivery	Elwha LLC	2013-11-14	2015-05-14	
US20150134345	Devices, Systems, and Methods for Automated Medical Product or Service Delivery	Elwha LLC	2013-11-14	2015-05-14	
US20150134346	Devices, Systems, and Methods for Automated Medical Product or Service Delivery	Elwha LLC	2013-11-14	2015-05-14	
US20150138053	Systems and Methods for Producing Narrowband Images	Elwha LLC	2013-11-18	2015-05-21	
US20150138175	Systems and Methods for Producing Narrowband Images	Elwha LLC	2013-11-18	2015-05-21	
US20150138635	Systems and Methods for Producing Narrowband Images	Elwha LLC	2013-11-18	2015-05-21	
US20150141086	Customized Hardware Selection for a Mobile Phone	Elwha LLC	2014-10-22	2015-05-21	
US20150141975	Fluid Spraying Apparatuses, And Related Systems And Methods	Elwha LLC	2015-01-29	2015-05-21	
US20150142570	SYSTEMS AND METHODS FOR GENERATING AND USING A DIGITAL PASS	III Holdings 1 LLC	2015-01-26	2015-05-21	
US20150143515	Method and Apparatus for Selectively Enabling a Microprocessor-Based System	Creative Mines LLC,Searete LLC	2014-10-22	2015-05-21	
US20150145695	Systems and Methods for Automatically Documenting an Accident	Elwha LLC	2013-11-26	2015-05-28	
US20150147255	Systems and Methods for Abating Waste Methane	Elwha LLC	2013-11-26	2015-05-28	
US20150147749	Compositions and Methods Including Recombinant B Lymphocyte Cell Line Including an Exogenously Incorporated Nucleic Acid Expressing an Exogenous Membrane Immunoglobulin Reactive to a First Antigen and Including an Endogenous Gene Expressing an Endogenous Secreted Immunoglobulin Reactive to a Second Antigen	Elwha LLC	2014-11-21	2015-05-28	
US20150148265	Systems and Devices for Profiling Microbiota of Skin	Elwha LLC	2013-11-27	2015-05-28	
US20150148684	Devices and Methods for Profiling Microbiota of Skin	Elwha LLC	2013-11-27	2015-05-28	
US20150148685	Devices and Methods for Profiling Microbiota of Skin	Elwha LLC	2013-11-27	2015-05-28	
US20150148686	Devices and Methods for Sampling and Profiling Microbiota of Skin	Elwha LLC	2013-11-27	2015-05-28	
US20150148773	Fluid Spraying Apparatuses, And Related Systems And Methods	Elwha LLC	2015-02-02	2015-05-28	
US20150149021	Robotic Vehicle Control	Elwha LLC	2013-11-26	2015-05-28	
US20150149733	SUPPORTING SPECULATIVE MODIFICATION IN A DATA CACHE	Guillermo Rozas,Alexander Klaiber,David Dunn,Paul Serris,Lacky Shah	2011-01-14	2015-05-28	
US20150153144	Electroshock Device for Monitoring Target Response	Elwha LLC	2013-12-04	2015-06-04	
US20150153898	Latency Compensation in a Display of a Portion of a Hand-Initiated Movement	Elwha LLC	2013-12-03	2015-06-04	
US20150154231	Metadata Management and Generation Using Digital Watermarks	Digimarc Corp	2015-02-09	2015-06-04	
US20150155980	METHODS AND APPARATUS FOR MULTI-CARRIER COMMUNICATIONS WITH VARIABLE CHANNEL BANDWIDTH	Intellectual Ventures II LLC	2014-10-03	2015-06-04	
US20150156596	System and Method for Automated Hearing Aid Profile Update	Audiotoniq Inc	2015-02-02	2015-06-04	
US20150156626	Mobile Device that Activates Upon Removal From Storage	Elwha LLC	2015-02-13	2015-06-04	
US20150158469	Systems and Methods for Determining a Robotic Status of a Driving Vehicle	Elwha LLC	2013-12-06	2015-06-11	
US20150158495	Systems and Methods for Reporting Characteristics of Operator Performance	Elwha LLC	2013-12-05	2015-06-11	
US20150160846	PROVIDING DYNAMIC WIDGETS IN A BROWSER 	III Holdings 1 LLC	2014-12-08	2015-06-11	
US20150161169	INTERACTIVE IMAGE SELECTION METHOD	Intellectual Ventures Fund 83 LLC	2015-02-17	2015-06-11	
US20150161316	Memory Cell Layout for Low Current Field-Induced MRAM	III Holdings 1 LLC	2015-02-11	2015-06-11	
US20150161605	Systems and methods for generating and using a digital pass	III Holdings 1 LLC	2015-01-14	2015-06-11	
US20150161607	System, method, and computer program product for issuing and using debit cards	III Holdings 1 LLC	2014-12-08	2015-06-11	
US20150161641	METHOD AND SYSTEM FOR RESOURCE MANAGEMENT AND EVALUATION	III Holdings 1 LLC	2015-02-19	2015-06-11	
US20150161894	Systems and Methods for Reporting Characteristics of Automatic-Driving Software	Elwha LLC	2013-12-05	2015-06-11	
US20150162156	Nanotube Based Nonoelectromechanical Device	Elwha LLC	2013-12-10	2015-06-11	
US20150162625	Multi-Responsive Fuel Cell System	Elwha LLC	2013-12-05	2015-06-11	
US20150162658	Surface Scattering Reflector Antenna	Elwha LLC	2013-12-10	2015-06-11	
US20150163070	METHOD AND APPARATUS FOR MANAGING AN INTERACTIVE NETWORK SESSION	III Holdings 1 LLC	2015-02-19	2015-06-11	
US20150163164	METHOD AND MULTI-CARRIER TRANSCEIVER WITH STORED APPLICATION PROFILES FOR SUPPORTING MULTIPLE APPLICATIONS	Intellectual Ventures II LLC	2014-12-09	2015-06-11	
US20150163342	Context-Aware Filter for Participants in Persistent Communication	Searete LLC	2015-01-06	2015-06-11	
US20150165445	Acoustic Source Fragmentation System for Breaking Ground Material	Elwha LLC	2013-12-13	2015-06-18	
US20150165684	Systems and Methods for Providing Coupling Joints	Elwha LLC	2013-12-13	2015-06-18	
US20150169599	System and method for electronic mail attachment processing, offloading, retrieval, and grouping	III Holdings 1 LLC	2014-11-12	2015-06-18	
US20150170216	Distributing things through personalized networks	SeatSub Inc	2011-10-13	2015-06-18	
US20150171512	Sub-Nyquist Holographic Aperture Antenna Configured to Define Selectable, Arbitrary Complex Electromagnetic Fields	Elwha LLC	2014-04-21	2015-06-18	
US20150171513	System Wirelessly Transferring Power to a Target Device Over a Tested Transmission Pathway	Elwha LLC	2014-04-21	2015-06-18	
US20150171514	System Wirelessly Transferring Power to a Target Device Over a Modeled Transmission Pathway Without Exceeding a Radiation Limit for Human Beings	Elwha LLC	2014-04-21	2015-06-18	
US20150171516	Sub-Nyquist Holographic Aperture Antenna Configured to Define Selectable, Arbitrary Complex Electromagnetic Fields	Elwha LLC	2014-04-21	2015-06-18	
US20150172732	DISTRIBUTION OF DIGITAL VIDEO PRODUCTS 	Querell Data LLC	2015-02-26	2015-06-18	
US20150173302	Reflective Articles and Methods for Increasing Photosynthesis	Elwha LLC	2013-12-20	2015-06-25	
US20150177374	Systems and Methods for Concealed Radar Imaging	Elwha LLC	2013-12-23	2015-06-25	
US20150178753	SYSTEM AND METHOD FOR RECONCILIATION OF NON-CURRENCY RELATED TRANSACTION ACCOUNT SPEND	III Holdings 1 LLC	2015-03-05	2015-06-25	
US20150179386	Field Emission Device with Nanotube or Nanowire Grid	Elwha LLC	2014-11-12	2015-06-25	
US20150179389	Performance Optimization of a Field Emission Device	Elwha LLC	2015-02-27	2015-06-25	
US20150180879	GRADUATED AUTHENTICATION IN AN IDENTITY MANAGEMENT SYSTEM	Dormarke Assets LLC	2015-02-13	2015-06-25	
US20150180956	CONTENT MANAGEMENT AND TRANSFORMATION SYSTEM FOR DIGITAL CONTENT	RANOLDASIN TELECOM LLC	2014-12-30	2015-06-25	
US20150181923	Identifying One or More Substitute Automated Customized Food Generation Machines for Generating One or More Substitute Customized Food Items	Elwha LLC	2014-03-28	2015-07-02	
US20150183534	Systems and Methods for Providing Customized Packagings for Customized Food Items That Were Customized Based, At Least in Part, On Customized Food Item Integrity Preference	Elwha LLC	2013-12-31	2015-07-02	
US20150185974	Automated Generation of One or More Customized Food Items in Response to a Generic Food Request	Elwha LLC	2014-04-25	2015-07-02	
US20150186966	Systems and Methods for Providing Customized Packagings for Customized Food Items That Were Customized Based, At Least in Part, On Customized Food Item Integrity Preference	Elwha LLC	2013-12-30	2015-07-02	
US20150186968	Systems and Methods for Providing Customized Food Items that are Customized Based, at Least in Part, on Customized Food Item Integrity Preference	Elwha LLC	2014-02-07	2015-07-02	
US20150186969	Systems and Methods for Providing Customized Food Items that are Customized Based, at Least in Part, on Customized Food Item Integrity Preference	Elwha LLC	2014-02-10	2015-07-02	
US20150186970	Directing One or More Users to One or More Automated Customized Food Generation Machines	Elwha LLC	2014-03-06	2015-07-02	
US20150186971	Automated Generation of One or More Customized Food Items in Response to a Generic Food Request	Elwha LLC	2014-04-28	2015-07-02	
US20150186981	Identifying One or More Substitute Automated Customized Food Generation Machines for Generating One or More Substitute Customized Food Items	Elwha LLC	2014-03-27	2015-07-02	
US20150187026	Directing One or More Users to One or More Automated Customized Food Generation Machines	Elwha LLC	2014-03-07	2015-07-02	
US20150193830	SYSTEMS AND METHODS FOR OPTIMIZING MARKETING DECISIONS BASED ON VISITOR PROFITABILITY	III Holdings 1 LLC	2015-03-23	2015-07-09	
US20150197905	Biomass Storage System	Elwha LLC	2015-03-27	2015-07-16	
US20150199599	TRANSACTION CARD	III Holdings 1 LLC	2015-01-12	2015-07-16	
US20150199622	METHOD AND SYSTEM FOR FACILITATING ANCILLARY SERVICES	III Holdings 1 LLC	2015-03-25	2015-07-16	
US20150199738	Guaranty Investigation	Elwha LLC	2014-08-12	2015-07-16	
US20150200356	Ferromagnetic Tunnel Junction Element And Method Of Driving Ferromagnetic Tunnel Junction Element	Ill Holdings 3, LLC	2014-11-24	2015-07-16	
US20150201039	METHOD, PRODUCT, AND APPARATUS FOR PROCESSING A DATA REQUEST	ESDR Network Solutions LLC	2015-03-23	2015-07-16	
US20150201076	Systems and Methods for Structured Voice Interaction Facilitated by Data Channel	Searete LLC	2015-01-09	2015-07-16	
US20150201566	Harvesting and Grafting Of Trees	Elwha LLC	2015-03-30	2015-07-23	
US20150203213	Unoccupied Flying Vehicle (UFV) Location Confirmance	Elwha LLC	2013-08-30	2015-07-23	
US20150203572	Compositions and Methods Including Recombinant B Lymphocyte Cell Line Including an Exogenously Incorporated Nucleic Acid Expressing an Exogenous Membrane Immunoglobulin Reactive to a First Antigen and Including an Endogenous Gene Expressing an Endogenous Secreted Immunoglobulin Reactive to a Second Antigen	Elwha LLC	2014-11-21	2015-07-23	
US20150204006	Energy Efficient Dryer Systems	Elwha LLC	2015-03-31	2015-07-23	
US20150204681	Systems and Methods for Adjusting a Contour of a Vehicle Based on a Protrusion
	Elwha LLC	2015-03-31	2015-07-23	
US20150204998	Security Scanning Device	Elwha LLC	2015-03-31	2015-07-23	
US20150207062	Spin Valve Element	III Holdings 3 LLC	2014-10-24	2015-07-23	
US20150207718	Overload Protection Of A Transformer Loaded Line Drive	Vintomie Networks B V LLC	2015-02-23	2015-07-23	
US20150207887	System and method for domain management and migration	III Holdings 1 LLC	2014-11-12	2015-07-23	
US20150208961	Dormant To Active Appurtenances For Reporting Information Regarding Wound Dressings	Elwha LLC	2015-04-01	2015-07-30	
US20150210773	Compositions and Methods Including Recombinant B Lymphocyte Cell Line Including at Least One Endogenous Gene Expressing at Least One Endogenous Membrane Immunoglobulin Reactive To a First Antigen and Including at Least One Exogenously Incorporated Nucleic Acid Expressing at Least One Exogenous Secreted Immunoglobulin Reactive to a Second Antigen	Elwha LLC	2015-02-17	2015-07-30	
US20150211791	Vacuum Assisted Dryer Systems and Methods	Elwha LLC	2015-03-05	2015-07-30	
US20150213146	Content management application for an interactive environment	III Holdings 1 LLC	2015-04-09	2015-07-30	
US20150213851	Management of Memory Refresh Power Consumption	Searete LLC	2015-01-27	2015-07-30	
US20150213992	Electronic Device Multi-Layer Graphene Grid	Elwha LLC	2015-02-04	2015-07-30	
US20150214471	Magnetoresistance Element and Non-Volatile Semiconductor Storage Device Using Same Magnetoresistance Element	lll Holdings 3, LLC	2014-12-10	2015-07-30	
